"block";"ID";"value";"type"
"visualStop";"id38";"1";"RPE"
"visual";"id107";"4";"cRPE"
"visualStop";"id59";"2";"RPE"
"mental";"id49";"5";"cRPE"
"visualStop";"id78";"2";"cRPE"
"visualStop";"id137";"5";"cRPE"
"visual";"id3";"1";"cRPE"
"mental";"id141";"1";"RPE"
"visual";"id13";"3";"cRPE"
"mental";"id108";"1";"RPE"
"mental";"id144";"4";"cRPE"
"mental";"id79";"5";"cRPE"
"mental";"id95";"2";"cRPE"
"visual";"id43";"4";"RPE"
"mental";"id135";"3";"RPE"
"visualStop";"id26";"2";"RPE"
"mental";"id87";"6";"cRPE"
"visual";"id5";"5";"cRPE"
"visual";"id91";"5";"cRPE"
"visual";"id14";"4";"cRPE"
"visualStop";"id11";"5";"cRPE"
"visual";"id95";"1";"cRPE"
"visual";"id89";"1";"RPE"
"mental";"id85";"7";"RPE"
"visualStop";"id89";"4";"cRPE"
"mental";"id2";"5";"cRPE"
"mental";"id63";"1";"RPE"
"visual";"id97";"5";"cRPE"
"visualStop";"id101";"1";"RPE"
"mental";"id109";"1";"RPE"
"mental";"id108";"4";"cRPE"
"mental";"id15";"3";"RPE"
"visualStop";"id138";"2";"RPE"
"visual";"id50";"1";"RPE"
"visualStop";"id115";"3";"RPE"
"mental";"id127";"2";"RPE"
"visual";"id8";"4";"cRPE"
"visual";"id70";"5";"cRPE"
"mental";"id147";"4";"RPE"
"mental";"id48";"1";"RPE"
"mental";"id120";"1";"RPE"
"mental";"id86";"1";"RPE"
"mental";"id30";"1";"RPE"
"visualStop";"id35";"4";"cRPE"
"mental";"id75";"1";"RPE"
"visual";"id32";"1";"RPE"
"visualStop";"id103";"1";"RPE"
"visualStop";"id125";"3";"RPE"
"visualStop";"id36";"4";"RPE"
"visualStop";"id72";"4";"RPE"
"mental";"id30";"1";"RPE"
"visual";"id145";"1";"RPE"
"mental";"id138";"1";"RPE"
"mental";"id124";"1";"RPE"
"visual";"id54";"2";"RPE"
"mental";"id43";"5";"RPE"
"visual";"id72";"6";"cRPE"
"visualStop";"id15";"3";"RPE"
"visualStop";"id75";"1";"RPE"
"visualStop";"id59";"2";"RPE"
"visual";"id116";"3";"RPE"
"mental";"id8";"6";"cRPE"
"visual";"id135";"4";"cRPE"
"visual";"id119";"1";"RPE"
"visualStop";"id44";"1";"RPE"
"visual";"id24";"2";"RPE"
"mental";"id61";"2";"RPE"
"visual";"id45";"3";"RPE"
"visualStop";"id145";"1";"RPE"
"mental";"id4";"6";"RPE"
"mental";"id139";"1";"RPE"
"visual";"id93";"1";"RPE"
"visual";"id78";"3";"cRPE"
"visual";"id129";"1";"RPE"
"mental";"id23";"1";"RPE"
"visual";"id87";"3";"cRPE"
"mental";"id101";"6";"cRPE"
"mental";"id53";"4";"RPE"
"mental";"id55";"3";"RPE"
"visual";"id133";"1";"RPE"
"mental";"id98";"1";"RPE"
"visual";"id149";"3";"cRPE"
"mental";"id131";"5";"cRPE"
"mental";"id116";"6";"cRPE"
"mental";"id87";"1";"RPE"
"visual";"id139";"1";"cRPE"
"visualStop";"id51";"1";"RPE"
"mental";"id97";"1";"RPE"
"mental";"id39";"2";"RPE"
"visualStop";"id61";"2";"RPE"
"mental";"id142";"1";"RPE"
"visualStop";"id89";"1";"RPE"
"visual";"id65";"5";"cRPE"
"mental";"id21";"1";"RPE"
"mental";"id38";"5";"cRPE"
"visual";"id116";"4";"cRPE"
"mental";"id39";"1";"RPE"
"visual";"id125";"4";"cRPE"
"mental";"id75";"3";"cRPE"
"mental";"id80";"5";"cRPE"
"mental";"id117";"2";"cRPE"
"visualStop";"id110";"1";"RPE"
"mental";"id39";"1";"RPE"
"visualStop";"id127";"2";"RPE"
"mental";"id129";"5";"cRPE"
"visualStop";"id27";"5";"cRPE"
"visualStop";"id113";"4";"cRPE"
"visual";"id37";"1";"RPE"
"visual";"id112";"1";"RPE"
"mental";"id132";"3";"cRPE"
"visualStop";"id81";"3";"cRPE"
"mental";"id43";"6";"cRPE"
"visualStop";"id111";"3";"cRPE"
"visual";"id62";"3";"cRPE"
"visual";"id125";"3";"cRPE"
"visualStop";"id90";"3";"cRPE"
"visualStop";"id2";"1";"RPE"
"mental";"id26";"7";"cRPE"
"mental";"id70";"1";"RPE"
"mental";"id58";"2";"RPE"
"visualStop";"id95";"1";"RPE"
"visualStop";"id135";"3";"cRPE"
"mental";"id4";"7";"cRPE"
"visual";"id33";"5";"cRPE"
"visual";"id101";"3";"cRPE"
"visual";"id2";"2";"RPE"
"mental";"id142";"1";"RPE"
"mental";"id116";"6";"cRPE"
"mental";"id16";"5";"cRPE"
"visualStop";"id146";"1";"RPE"
"visual";"id139";"1";"RPE"
"visualStop";"id28";"4";"cRPE"
"mental";"id45";"6";"cRPE"
"mental";"id35";"5";"cRPE"
"visual";"id94";"1";"RPE"
"visualStop";"id35";"1";"RPE"
"visual";"id116";"1";"RPE"
"visualStop";"id50";"2";"cRPE"
"visual";"id78";"2";"cRPE"
"mental";"id110";"1";"RPE"
"mental";"id21";"6";"cRPE"
"visualStop";"id117";"2";"cRPE"
"visual";"id64";"1";"RPE"
"visual";"id32";"1";"RPE"
"mental";"id119";"6";"cRPE"
"mental";"id91";"1";"RPE"
"visual";"id60";"2";"RPE"
"mental";"id42";"6";"cRPE"
"visualStop";"id56";"1";"RPE"
"mental";"id31";"7";"cRPE"
"visual";"id72";"6";"cRPE"
"visualStop";"id128";"1";"RPE"
"mental";"id102";"1";"RPE"
"visual";"id107";"1";"RPE"
"visual";"id6";"1";"RPE"
"visualStop";"id120";"1";"RPE"
"visualStop";"id106";"2";"cRPE"
"mental";"id71";"5";"cRPE"
"visualStop";"id10";"4";"cRPE"
"visual";"id9";"6";"cRPE"
"visual";"id105";"5";"cRPE"
"visual";"id147";"4";"RPE"
"visualStop";"id124";"3";"cRPE"
"visual";"id79";"1";"RPE"
"visualStop";"id87";"2";"cRPE"
"mental";"id12";"1";"RPE"
"visualStop";"id18";"4";"RPE"
"mental";"id86";"4";"cRPE"
"visualStop";"id18";"4";"RPE"
"visual";"id49";"3";"cRPE"
"visual";"id122";"2";"RPE"
"mental";"id94";"2";"cRPE"
"mental";"id4";"7";"cRPE"
"visualStop";"id3";"2";"cRPE"
"mental";"id61";"2";"RPE"
"visual";"id76";"1";"cRPE"
"visualStop";"id30";"1";"RPE"
"visual";"id111";"1";"RPE"
"visual";"id110";"2";"cRPE"
"mental";"id139";"1";"RPE"
"mental";"id142";"3";"cRPE"
"visualStop";"id110";"1";"RPE"
"visual";"id22";"1";"cRPE"
"visualStop";"id120";"1";"RPE"
"mental";"id82";"1";"RPE"
"visualStop";"id28";"1";"RPE"
"visual";"id7";"3";"cRPE"
"visual";"id74";"2";"cRPE"
"visual";"id109";"5";"cRPE"
"visual";"id98";"1";"cRPE"
"visualStop";"id115";"2";"RPE"
"visualStop";"id133";"2";"cRPE"
"visual";"id34";"2";"cRPE"
"visualStop";"id118";"5";"cRPE"
"mental";"id150";"5";"RPE"
"visualStop";"id144";"1";"RPE"
"mental";"id23";"1";"RPE"
"mental";"id121";"1";"RPE"
"visual";"id70";"8";"cRPE"
"visualStop";"id76";"1";"cRPE"
"visualStop";"id126";"1";"RPE"
"visual";"id31";"4";"cRPE"
"visual";"id122";"5";"cRPE"
"mental";"id131";"5";"cRPE"
"visualStop";"id115";"5";"cRPE"
"visual";"id121";"1";"RPE"
"visualStop";"id22";"1";"cRPE"
"visual";"id71";"2";"RPE"
"mental";"id69";"4";"cRPE"
"visual";"id127";"2";"RPE"
"visual";"id101";"1";"RPE"
"mental";"id103";"3";"cRPE"
"visual";"id78";"3";"cRPE"
"mental";"id63";"3";"cRPE"
"visualStop";"id21";"1";"RPE"
"mental";"id8";"7";"cRPE"
"visual";"id117";"2";"cRPE"
"visualStop";"id67";"4";"cRPE"
"visualStop";"id41";"1";"RPE"
"visual";"id32";"3";"cRPE"
"visualStop";"id106";"1";"cRPE"
"visualStop";"id111";"3";"cRPE"
"mental";"id89";"5";"cRPE"
"mental";"id96";"4";"cRPE"
"mental";"id4";"7";"RPE"
"mental";"id43";"6";"cRPE"
"mental";"id122";"7";"cRPE"
"visual";"id133";"3";"cRPE"
"visual";"id28";"1";"RPE"
"visualStop";"id131";"2";"RPE"
"visualStop";"id92";"1";"RPE"
"visualStop";"id37";"1";"RPE"
"mental";"id90";"3";"cRPE"
"visualStop";"id42";"2";"RPE"
"visual";"id2";"4";"cRPE"
"mental";"id87";"5";"cRPE"
"visualStop";"id8";"5";"RPE"
"mental";"id46";"1";"RPE"
"mental";"id117";"1";"RPE"
"mental";"id59";"5";"cRPE"
"visual";"id125";"5";"RPE"
"mental";"id133";"1";"RPE"
"visualStop";"id4";"5";"cRPE"
"visual";"id114";"5";"RPE"
"visualStop";"id113";"2";"RPE"
"mental";"id30";"5";"cRPE"
"visual";"id59";"4";"cRPE"
"visual";"id81";"3";"cRPE"
"visualStop";"id114";"5";"cRPE"
"visual";"id92";"2";"cRPE"
"visualStop";"id108";"1";"RPE"
"mental";"id47";"1";"RPE"
"mental";"id35";"4";"cRPE"
"mental";"id88";"1";"RPE"
"visual";"id137";"5";"cRPE"
"mental";"id124";"4";"cRPE"
"mental";"id110";"1";"RPE"
"mental";"id24";"3";"RPE"
"visualStop";"id131";"4";"cRPE"
"visualStop";"id55";"4";"RPE"
"mental";"id21";"1";"RPE"
"mental";"id129";"2";"RPE"
"mental";"id66";"6";"cRPE"
"mental";"id103";"4";"cRPE"
"visual";"id69";"3";"cRPE"
"mental";"id138";"1";"RPE"
"visualStop";"id114";"3";"cRPE"
"visualStop";"id136";"4";"cRPE"
"mental";"id88";"2";"cRPE"
"mental";"id91";"4";"cRPE"
"mental";"id100";"6";"cRPE"
"mental";"id31";"7";"cRPE"
"mental";"id123";"2";"RPE"
"visual";"id61";"5";"cRPE"
"mental";"id141";"1";"RPE"
"mental";"id41";"1";"RPE"
"visual";"id67";"3";"RPE"
"visualStop";"id40";"3";"cRPE"
"visual";"id21";"1";"RPE"
"visualStop";"id99";"1";"RPE"
"visual";"id57";"3";"RPE"
"visual";"id72";"6";"cRPE"
"mental";"id74";"3";"cRPE"
"visual";"id77";"4";"cRPE"
"mental";"id5";"1";"RPE"
"visual";"id44";"3";"cRPE"
"visual";"id19";"1";"RPE"
"visual";"id10";"4";"cRPE"
"mental";"id104";"4";"cRPE"
"mental";"id130";"4";"cRPE"
"visual";"id63";"3";"cRPE"
"visualStop";"id95";"2";"cRPE"
"visualStop";"id81";"3";"cRPE"
"mental";"id42";"2";"RPE"
"visualStop";"id133";"1";"RPE"
"visual";"id22";"1";"cRPE"
"visualStop";"id53";"4";"cRPE"
"visualStop";"id106";"1";"RPE"
"visualStop";"id60";"2";"RPE"
"visual";"id35";"1";"RPE"
"visual";"id135";"2";"cRPE"
"mental";"id117";"2";"cRPE"
"mental";"id140";"2";"RPE"
"visualStop";"id43";"4";"RPE"
"visual";"id44";"4";"cRPE"
"visualStop";"id49";"2";"RPE"
"visual";"id123";"2";"RPE"
"visualStop";"id8";"6";"cRPE"
"visual";"id127";"3";"cRPE"
"visualStop";"id149";"4";"cRPE"
"visual";"id23";"1";"RPE"
"visual";"id53";"4";"RPE"
"visual";"id5";"1";"RPE"
"visualStop";"id11";"3";"RPE"
"mental";"id132";"3";"cRPE"
"mental";"id89";"5";"cRPE"
"visualStop";"id26";"6";"cRPE"
"visual";"id88";"1";"RPE"
"visual";"id96";"4";"cRPE"
"visual";"id6";"4";"cRPE"
"visualStop";"id59";"4";"cRPE"
"visual";"id80";"3";"RPE"
"visualStop";"id99";"1";"RPE"
"visualStop";"id109";"1";"RPE"
"mental";"id149";"4";"cRPE"
"visual";"id94";"1";"RPE"
"visualStop";"id92";"1";"RPE"
"visualStop";"id10";"4";"RPE"
"mental";"id71";"5";"cRPE"
"visualStop";"id130";"2";"RPE"
"visual";"id109";"1";"RPE"
"visualStop";"id61";"1";"RPE"
"mental";"id94";"2";"cRPE"
"visualStop";"id102";"1";"RPE"
"mental";"id92";"1";"RPE"
"mental";"id103";"1";"RPE"
"visualStop";"id107";"4";"cRPE"
"visual";"id85";"3";"cRPE"
"mental";"id40";"3";"cRPE"
"visual";"id97";"1";"RPE"
"visual";"id77";"4";"cRPE"
"visual";"id71";"5";"cRPE"
"visualStop";"id123";"3";"cRPE"
"visual";"id123";"2";"RPE"
"visual";"id130";"2";"cRPE"
"mental";"id124";"1";"RPE"
"visual";"id22";"2";"RPE"
"visual";"id93";"6";"cRPE"
"visualStop";"id107";"2";"RPE"
"mental";"id12";"1";"RPE"
"mental";"id106";"1";"RPE"
"visualStop";"id79";"2";"RPE"
"mental";"id103";"1";"RPE"
"mental";"id144";"1";"RPE"
"visualStop";"id58";"4";"cRPE"
"mental";"id37";"1";"RPE"
"mental";"id13";"1";"RPE"
"mental";"id50";"1";"RPE"
"mental";"id112";"5";"cRPE"
"visualStop";"id89";"4";"cRPE"
"mental";"id26";"6";"cRPE"
"visualStop";"id141";"1";"RPE"
"mental";"id138";"5";"cRPE"
"visual";"id146";"1";"RPE"
"mental";"id116";"1";"RPE"
"visualStop";"id111";"1";"RPE"
"mental";"id138";"5";"cRPE"
"visual";"id138";"1";"RPE"
"visual";"id143";"2";"RPE"
"visualStop";"id6";"4";"cRPE"
"mental";"id92";"1";"RPE"
"visual";"id93";"2";"RPE"
"mental";"id22";"4";"cRPE"
"visual";"id10";"4";"cRPE"
"visualStop";"id90";"2";"RPE"
"visual";"id61";"3";"RPE"
"mental";"id3";"1";"RPE"
"visualStop";"id109";"1";"RPE"
"visualStop";"id96";"5";"RPE"
"visual";"id136";"5";"RPE"
"visualStop";"id74";"1";"RPE"
"visual";"id81";"1";"RPE"
"visual";"id98";"2";"cRPE"
"visualStop";"id89";"1";"RPE"
"visualStop";"id101";"1";"RPE"
"visual";"id8";"7";"cRPE"
"visual";"id90";"4";"cRPE"
"mental";"id82";"4";"RPE"
"visualStop";"id144";"1";"RPE"
"visualStop";"id13";"1";"RPE"
"mental";"id19";"5";"cRPE"
"visual";"id41";"1";"RPE"
"mental";"id61";"4";"cRPE"
"visual";"id46";"1";"RPE"
"visualStop";"id5";"1";"RPE"
"visual";"id88";"3";"cRPE"
"visual";"id53";"4";"RPE"
"mental";"id143";"4";"cRPE"
"mental";"id96";"3";"RPE"
"visual";"id127";"4";"cRPE"
"mental";"id50";"1";"cRPE"
"visualStop";"id24";"4";"cRPE"
"mental";"id110";"1";"RPE"
"visualStop";"id140";"1";"cRPE"
"visualStop";"id51";"1";"RPE"
"visual";"id59";"4";"cRPE"
"mental";"id126";"6";"cRPE"
"mental";"id27";"6";"cRPE"
"visual";"id52";"4";"cRPE"
"mental";"id57";"4";"RPE"
"visual";"id121";"3";"cRPE"
"mental";"id31";"5";"RPE"
"visualStop";"id98";"1";"RPE"
"mental";"id43";"4";"RPE"
"mental";"id11";"5";"cRPE"
"mental";"id110";"1";"RPE"
"visual";"id63";"1";"RPE"
"visualStop";"id132";"2";"cRPE"
"mental";"id15";"3";"RPE"
"visual";"id89";"4";"cRPE"
"mental";"id36";"4";"RPE"
"mental";"id78";"4";"cRPE"
"visual";"id14";"4";"cRPE"
"visual";"id33";"4";"cRPE"
"mental";"id49";"5";"cRPE"
"visual";"id103";"1";"RPE"
"visualStop";"id85";"4";"cRPE"
"visual";"id54";"4";"cRPE"
"visualStop";"id62";"2";"RPE"
"visual";"id56";"1";"RPE"
"mental";"id146";"1";"RPE"
"mental";"id125";"4";"cRPE"
"visual";"id32";"1";"RPE"
"visualStop";"id121";"1";"RPE"
"visualStop";"id14";"1";"RPE"
"visual";"id77";"5";"cRPE"
"mental";"id108";"6";"cRPE"
"mental";"id80";"7";"cRPE"
"mental";"id61";"2";"RPE"
"visualStop";"id104";"1";"RPE"
"visualStop";"id95";"2";"cRPE"
"visualStop";"id3";"2";"cRPE"
"mental";"id81";"1";"RPE"
"visualStop";"id35";"4";"cRPE"
"mental";"id114";"5";"RPE"
"visualStop";"id44";"2";"RPE"
"visualStop";"id17";"1";"RPE"
"visual";"id29";"1";"RPE"
"mental";"id29";"3";"cRPE"
"visualStop";"id80";"2";"RPE"
"visualStop";"id138";"1";"RPE"
"mental";"id109";"1";"RPE"
"visual";"id142";"3";"cRPE"
"visualStop";"id143";"1";"RPE"
"visualStop";"id148";"1";"RPE"
"mental";"id87";"5";"cRPE"
"visualStop";"id43";"4";"RPE"
"mental";"id142";"3";"cRPE"
"visualStop";"id123";"2";"RPE"
"visual";"id120";"1";"RPE"
"mental";"id72";"6";"RPE"
"mental";"id23";"3";"cRPE"
"mental";"id75";"3";"cRPE"
"visualStop";"id67";"3";"cRPE"
"visualStop";"id62";"3";"cRPE"
"visualStop";"id121";"4";"cRPE"
"visualStop";"id136";"5";"RPE"
"mental";"id147";"5";"RPE"
"mental";"id146";"5";"cRPE"
"mental";"id122";"2";"RPE"
"visual";"id12";"1";"RPE"
"visualStop";"id141";"1";"RPE"
"visualStop";"id22";"1";"cRPE"
"visual";"id9";"4";"RPE"
"mental";"id7";"5";"cRPE"
"visual";"id17";"1";"RPE"
"visual";"id123";"2";"cRPE"
"visual";"id28";"3";"cRPE"
"visual";"id11";"3";"RPE"
"visualStop";"id1";"5";"cRPE"
"mental";"id109";"1";"RPE"
"visualStop";"id104";"4";"cRPE"
"mental";"id76";"1";"RPE"
"mental";"id94";"1";"RPE"
"mental";"id76";"1";"RPE"
"mental";"id27";"1";"RPE"
"visualStop";"id68";"4";"cRPE"
"visual";"id25";"1";"RPE"
"visualStop";"id85";"4";"cRPE"
"visual";"id116";"6";"cRPE"
"visual";"id66";"4";"cRPE"
"visualStop";"id127";"3";"cRPE"
"visualStop";"id125";"3";"RPE"
"mental";"id130";"5";"cRPE"
"visual";"id148";"1";"RPE"
"mental";"id5";"5";"cRPE"
"mental";"id143";"2";"RPE"
"visual";"id89";"4";"cRPE"
"mental";"id90";"4";"cRPE"
"visual";"id38";"1";"RPE"
"visual";"id19";"1";"RPE"
"visualStop";"id50";"1";"cRPE"
"visualStop";"id60";"3";"cRPE"
"visualStop";"id82";"1";"RPE"
"visual";"id49";"1";"RPE"
"visualStop";"id140";"3";"RPE"
"visual";"id98";"1";"RPE"
"visualStop";"id67";"1";"RPE"
"mental";"id19";"4";"cRPE"
"mental";"id96";"4";"RPE"
"visualStop";"id128";"1";"RPE"
"visual";"id43";"4";"cRPE"
"visualStop";"id121";"3";"cRPE"
"mental";"id58";"2";"RPE"
"mental";"id4";"6";"RPE"
"mental";"id11";"5";"cRPE"
"mental";"id55";"4";"cRPE"
"visualStop";"id73";"4";"cRPE"
"mental";"id51";"3";"cRPE"
"mental";"id14";"1";"RPE"
"mental";"id33";"3";"RPE"
"mental";"id64";"5";"cRPE"
"visualStop";"id130";"3";"cRPE"
"visual";"id26";"6";"cRPE"
"visual";"id40";"4";"cRPE"
"mental";"id128";"1";"RPE"
"visualStop";"id17";"1";"RPE"
"visual";"id39";"4";"cRPE"
"visualStop";"id28";"1";"RPE"
"visual";"id61";"4";"cRPE"
"visualStop";"id86";"2";"RPE"
"visual";"id57";"2";"cRPE"
"mental";"id74";"1";"cRPE"
"visualStop";"id138";"2";"RPE"
"visual";"id137";"6";"cRPE"
"visual";"id117";"1";"RPE"
"visual";"id22";"1";"RPE"
"visual";"id64";"1";"RPE"
"visual";"id139";"1";"cRPE"
"mental";"id31";"3";"RPE"
"visual";"id74";"1";"cRPE"
"visual";"id115";"1";"RPE"
"visualStop";"id40";"4";"RPE"
"visualStop";"id120";"5";"cRPE"
"visualStop";"id52";"2";"RPE"
"visual";"id62";"4";"cRPE"
"mental";"id41";"2";"RPE"
"visual";"id26";"6";"cRPE"
"visualStop";"id150";"4";"RPE"
"visualStop";"id36";"3";"cRPE"
"visualStop";"id30";"2";"cRPE"
"visualStop";"id100";"3";"RPE"
"visualStop";"id86";"2";"cRPE"
"visual";"id28";"4";"cRPE"
"visual";"id25";"1";"RPE"
"mental";"id58";"6";"cRPE"
"mental";"id127";"5";"cRPE"
"visualStop";"id150";"3";"cRPE"
"visual";"id76";"1";"RPE"
"visualStop";"id139";"1";"cRPE"
"visualStop";"id105";"1";"RPE"
"visualStop";"id145";"3";"cRPE"
"visual";"id4";"6";"cRPE"
"mental";"id111";"4";"cRPE"
"visualStop";"id24";"3";"cRPE"
"visual";"id135";"4";"cRPE"
"visual";"id82";"3";"RPE"
"visualStop";"id70";"1";"RPE"
"visual";"id4";"6";"RPE"
"visualStop";"id143";"1";"RPE"
"visual";"id11";"6";"cRPE"
"visualStop";"id58";"1";"RPE"
"visual";"id135";"4";"cRPE"
"visual";"id59";"3";"RPE"
"visualStop";"id9";"6";"cRPE"
"mental";"id129";"2";"RPE"
"visualStop";"id118";"5";"cRPE"
"visualStop";"id96";"5";"RPE"
"visual";"id12";"1";"RPE"
"visualStop";"id25";"1";"RPE"
"visual";"id103";"1";"RPE"
"visualStop";"id141";"4";"cRPE"
"mental";"id55";"4";"cRPE"
"mental";"id46";"1";"cRPE"
"mental";"id141";"5";"cRPE"
"visual";"id121";"5";"cRPE"
"visualStop";"id48";"1";"RPE"
"visualStop";"id61";"4";"cRPE"
"visualStop";"id5";"3";"cRPE"
"visual";"id49";"2";"RPE"
"visual";"id47";"3";"cRPE"
"visualStop";"id14";"1";"RPE"
"visualStop";"id71";"2";"RPE"
"visualStop";"id32";"1";"RPE"
"visualStop";"id45";"4";"RPE"
"visual";"id44";"3";"RPE"
"visualStop";"id44";"4";"cRPE"
"visualStop";"id77";"2";"RPE"
"mental";"id103";"1";"RPE"
"visualStop";"id54";"2";"RPE"
"visualStop";"id42";"4";"cRPE"
"visual";"id12";"6";"cRPE"
"mental";"id81";"1";"RPE"
"visual";"id91";"1";"RPE"
"mental";"id101";"6";"cRPE"
"mental";"id113";"3";"RPE"
"visual";"id17";"4";"cRPE"
"visual";"id48";"1";"RPE"
"visualStop";"id140";"2";"RPE"
"mental";"id54";"5";"cRPE"
"visualStop";"id4";"6";"cRPE"
"visual";"id62";"1";"RPE"
"mental";"id16";"6";"cRPE"
"visual";"id124";"3";"cRPE"
"visualStop";"id17";"4";"cRPE"
"visualStop";"id41";"5";"cRPE"
"visualStop";"id2";"4";"cRPE"
"mental";"id91";"2";"RPE"
"visual";"id13";"3";"cRPE"
"visualStop";"id100";"5";"cRPE"
"visualStop";"id142";"1";"RPE"
"visualStop";"id26";"4";"cRPE"
"mental";"id36";"5";"cRPE"
"visualStop";"id73";"4";"cRPE"
"visualStop";"id99";"1";"RPE"
"mental";"id7";"2";"RPE"
"mental";"id70";"8";"cRPE"
"mental";"id99";"1";"RPE"
"mental";"id48";"4";"cRPE"
"visualStop";"id21";"4";"cRPE"
"mental";"id5";"1";"RPE"
"visualStop";"id92";"1";"RPE"
"mental";"id131";"2";"RPE"
"mental";"id125";"4";"RPE"
"visualStop";"id134";"7";"RPE"
"visual";"id94";"3";"cRPE"
"mental";"id68";"1";"RPE"
"visualStop";"id134";"4";"RPE"
"visualStop";"id56";"6";"cRPE"
"mental";"id131";"5";"cRPE"
"visual";"id58";"1";"RPE"
"visualStop";"id63";"3";"cRPE"
"mental";"id86";"1";"RPE"
"visualStop";"id126";"5";"cRPE"
"mental";"id117";"1";"RPE"
"visualStop";"id116";"3";"RPE"
"mental";"id25";"2";"cRPE"
"visualStop";"id101";"3";"cRPE"
"mental";"id94";"1";"RPE"
"mental";"id5";"3";"cRPE"
"mental";"id22";"2";"cRPE"
"visualStop";"id138";"1";"RPE"
"visual";"id20";"6";"cRPE"
"visualStop";"id86";"2";"cRPE"
"mental";"id15";"3";"RPE"
"visual";"id25";"2";"cRPE"
"mental";"id22";"1";"cRPE"
"visual";"id91";"4";"cRPE"
"visualStop";"id133";"3";"cRPE"
"mental";"id84";"5";"cRPE"
"visualStop";"id147";"5";"RPE"
"visual";"id51";"2";"cRPE"
"mental";"id34";"2";"RPE"
"mental";"id42";"2";"RPE"
"mental";"id50";"1";"RPE"
"mental";"id8";"6";"cRPE"
"visualStop";"id87";"3";"cRPE"
"visualStop";"id26";"4";"cRPE"
"visual";"id56";"1";"RPE"
"visual";"id15";"3";"RPE"
"mental";"id141";"1";"RPE"
"visual";"id144";"1";"RPE"
"mental";"id115";"7";"cRPE"
"mental";"id3";"1";"RPE"
"mental";"id89";"1";"RPE"
"visualStop";"id40";"4";"cRPE"
"visual";"id95";"2";"cRPE"
"visual";"id39";"1";"RPE"
"visual";"id88";"1";"RPE"
"visual";"id111";"2";"cRPE"
"visual";"id104";"2";"RPE"
"visual";"id89";"1";"RPE"
"visualStop";"id101";"4";"cRPE"
"mental";"id118";"5";"cRPE"
"mental";"id127";"1";"RPE"
"mental";"id141";"1";"RPE"
"visualStop";"id70";"6";"cRPE"
"visual";"id21";"1";"RPE"
"visual";"id16";"1";"RPE"
"mental";"id57";"5";"cRPE"
"visualStop";"id100";"6";"cRPE"
"visual";"id8";"7";"cRPE"
"visualStop";"id82";"4";"cRPE"
"visualStop";"id70";"6";"cRPE"
"visual";"id122";"2";"RPE"
"visualStop";"id131";"2";"RPE"
"visual";"id32";"1";"RPE"
"visual";"id50";"1";"RPE"
"visualStop";"id146";"1";"RPE"
"visual";"id29";"1";"RPE"
"visualStop";"id116";"5";"cRPE"
"visualStop";"id108";"6";"cRPE"
"visual";"id61";"1";"RPE"
"visual";"id86";"2";"cRPE"
"mental";"id122";"2";"RPE"
"visual";"id36";"3";"cRPE"
"mental";"id38";"4";"cRPE"
"visual";"id41";"6";"cRPE"
"visualStop";"id113";"2";"RPE"
"visual";"id119";"1";"RPE"
"visualStop";"id79";"4";"cRPE"
"mental";"id133";"4";"cRPE"
"visualStop";"id85";"3";"RPE"
"visual";"id68";"1";"RPE"
"visualStop";"id92";"1";"RPE"
"visual";"id3";"1";"RPE"
"mental";"id114";"5";"cRPE"
"visualStop";"id19";"1";"RPE"
"visualStop";"id29";"1";"RPE"
"visual";"id49";"4";"cRPE"
"mental";"id11";"6";"cRPE"
"visual";"id67";"3";"cRPE"
"visual";"id22";"1";"RPE"
"mental";"id109";"1";"RPE"
"mental";"id14";"1";"RPE"
"visual";"id101";"1";"RPE"
"visualStop";"id148";"6";"cRPE"
"visualStop";"id47";"1";"cRPE"
"visual";"id150";"5";"RPE"
"visualStop";"id146";"4";"cRPE"
"mental";"id32";"1";"RPE"
"visualStop";"id39";"4";"cRPE"
"mental";"id82";"7";"cRPE"
"visual";"id71";"2";"RPE"
"visual";"id81";"1";"RPE"
"visual";"id110";"3";"cRPE"
"mental";"id75";"3";"cRPE"
"mental";"id140";"2";"RPE"
"visualStop";"id115";"4";"RPE"
"visual";"id79";"2";"RPE"
"visual";"id113";"2";"RPE"
"visual";"id142";"1";"RPE"
"visual";"id115";"4";"RPE"
"visual";"id24";"3";"RPE"
"visualStop";"id44";"5";"cRPE"
"visual";"id65";"3";"RPE"
"visual";"id30";"1";"RPE"
"mental";"id39";"4";"cRPE"
"visual";"id95";"1";"RPE"
"visualStop";"id53";"4";"RPE"
"visual";"id108";"1";"RPE"
"visualStop";"id141";"1";"RPE"
"visual";"id123";"2";"cRPE"
"visual";"id37";"1";"cRPE"
"visual";"id85";"4";"cRPE"
"visual";"id19";"4";"cRPE"
"visual";"id13";"1";"RPE"
"mental";"id13";"1";"RPE"
"visual";"id28";"4";"cRPE"
"visual";"id27";"3";"RPE"
"visualStop";"id101";"3";"cRPE"
"visualStop";"id52";"4";"cRPE"
"visualStop";"id112";"5";"cRPE"
"visualStop";"id35";"1";"RPE"
"mental";"id86";"1";"RPE"
"visual";"id112";"5";"cRPE"
"visualStop";"id37";"1";"RPE"
"mental";"id119";"1";"RPE"
"visual";"id120";"1";"RPE"
"visualStop";"id42";"2";"RPE"
"mental";"id32";"1";"RPE"
