"block";"ID";"value";"type"
"visual";"id46";"1";"RPE"
"mental";"id62";"2";"RPE"
"mental";"id111";"3";"cRPE"
"visual";"id44";"5";"cRPE"
"visual";"id53";"4";"cRPE"
"visualStop";"id94";"1";"RPE"
"mental";"id82";"5";"RPE"
"visualStop";"id73";"4";"cRPE"
"mental";"id80";"6";"cRPE"
"visualStop";"id124";"1";"RPE"
"mental";"id55";"4";"cRPE"
"visual";"id86";"1";"RPE"
"visualStop";"id30";"1";"RPE"
"visual";"id129";"5";"cRPE"
"visualStop";"id110";"2";"cRPE"
"visual";"id18";"4";"RPE"
"visual";"id104";"3";"RPE"
"mental";"id70";"1";"RPE"
"visual";"id14";"1";"RPE"
"mental";"id65";"2";"RPE"
"visualStop";"id104";"4";"cRPE"
"visual";"id75";"1";"RPE"
"visualStop";"id137";"5";"cRPE"
"visualStop";"id146";"4";"cRPE"
"visualStop";"id72";"5";"cRPE"
"visualStop";"id79";"2";"RPE"
"visual";"id83";"3";"cRPE"
"visualStop";"id78";"2";"cRPE"
"visual";"id107";"2";"RPE"
"visualStop";"id120";"5";"cRPE"
"mental";"id150";"5";"RPE"
"visualStop";"id56";"6";"cRPE"
"visual";"id54";"2";"RPE"
"mental";"id67";"3";"RPE"
"visual";"id136";"5";"cRPE"
"visual";"id74";"1";"RPE"
"mental";"id28";"4";"cRPE"
"mental";"id48";"1";"RPE"
"visualStop";"id26";"3";"RPE"
"mental";"id73";"1";"RPE"
"visual";"id132";"1";"RPE"
"visual";"id51";"1";"RPE"
"visual";"id117";"2";"cRPE"
"visualStop";"id128";"2";"cRPE"
"visualStop";"id27";"2";"RPE"
"mental";"id53";"4";"RPE"
"visualStop";"id113";"2";"RPE"
"mental";"id17";"1";"RPE"
"visual";"id116";"5";"cRPE"
"mental";"id36";"4";"RPE"
"mental";"id29";"3";"cRPE"
"visualStop";"id42";"2";"RPE"
"mental";"id43";"6";"RPE"
"mental";"id10";"4";"cRPE"
"visual";"id56";"8";"cRPE"
"visualStop";"id33";"5";"cRPE"
"mental";"id26";"3";"RPE"
"visual";"id91";"4";"cRPE"
"mental";"id78";"2";"RPE"
"mental";"id76";"3";"cRPE"
"mental";"id116";"1";"RPE"
"visualStop";"id145";"1";"RPE"
"visual";"id38";"4";"cRPE"
"visualStop";"id120";"1";"RPE"
"mental";"id12";"6";"cRPE"
"mental";"id9";"7";"cRPE"
"visualStop";"id63";"1";"RPE"
"mental";"id83";"1";"RPE"
"mental";"id148";"7";"cRPE"
"mental";"id58";"1";"RPE"
"mental";"id86";"4";"cRPE"
"mental";"id36";"4";"cRPE"
"mental";"id33";"3";"RPE"
"visualStop";"id57";"2";"cRPE"
"visualStop";"id10";"4";"RPE"
"mental";"id143";"5";"cRPE"
"mental";"id60";"2";"cRPE"
"visual";"id70";"1";"RPE"
"visualStop";"id138";"4";"cRPE"
"visual";"id131";"3";"RPE"
"visualStop";"id21";"1";"RPE"
"mental";"id123";"2";"RPE"
"visualStop";"id66";"1";"RPE"
"visual";"id107";"2";"RPE"
"visualStop";"id88";"2";"cRPE"
"visualStop";"id1";"1";"RPE"
"mental";"id21";"5";"cRPE"
"mental";"id10";"4";"cRPE"
"mental";"id123";"3";"cRPE"
"visualStop";"id107";"5";"cRPE"
"visual";"id118";"2";"RPE"
"visualStop";"id125";"3";"RPE"
"mental";"id52";"6";"cRPE"
"visual";"id91";"1";"RPE"
"visual";"id30";"3";"cRPE"
"visualStop";"id103";"4";"cRPE"
"visual";"id90";"4";"cRPE"
"visual";"id55";"3";"cRPE"
"mental";"id24";"5";"cRPE"
"mental";"id72";"7";"cRPE"
"visual";"id149";"3";"RPE"
"visualStop";"id125";"3";"RPE"
"mental";"id77";"4";"cRPE"
"visual";"id58";"3";"cRPE"
"visualStop";"id45";"6";"cRPE"
"visualStop";"id34";"2";"RPE"
"mental";"id113";"2";"RPE"
"mental";"id65";"2";"RPE"
"mental";"id52";"5";"cRPE"
"visualStop";"id122";"5";"cRPE"
"visualStop";"id48";"2";"cRPE"
"visual";"id131";"4";"cRPE"
"mental";"id31";"6";"cRPE"
"mental";"id8";"3";"RPE"
"visualStop";"id58";"1";"RPE"
"visual";"id87";"3";"cRPE"
"mental";"id7";"5";"cRPE"
"mental";"id112";"1";"RPE"
"visual";"id99";"3";"cRPE"
"mental";"id99";"1";"RPE"
"mental";"id77";"2";"RPE"
"visual";"id113";"3";"cRPE"
"visual";"id130";"2";"cRPE"
"visualStop";"id96";"7";"cRPE"
"visual";"id115";"1";"RPE"
"mental";"id79";"6";"cRPE"
"visual";"id109";"1";"RPE"
"visualStop";"id92";"2";"cRPE"
"visual";"id146";"4";"cRPE"
"mental";"id60";"3";"cRPE"
"visual";"id99";"1";"RPE"
"mental";"id121";"1";"RPE"
"mental";"id85";"7";"cRPE"
"visual";"id19";"2";"RPE"
"visual";"id85";"3";"cRPE"
"visual";"id44";"1";"RPE"
"visualStop";"id25";"1";"RPE"
"visual";"id131";"2";"RPE"
"visual";"id35";"1";"RPE"
"visualStop";"id107";"1";"RPE"
"mental";"id71";"3";"RPE"
"mental";"id35";"4";"cRPE"
"visual";"id99";"2";"cRPE"
"visual";"id84";"5";"cRPE"
"visual";"id100";"5";"cRPE"
"visualStop";"id88";"2";"cRPE"
"visual";"id90";"2";"RPE"
"visualStop";"id27";"5";"cRPE"
"visualStop";"id58";"4";"cRPE"
"mental";"id61";"4";"cRPE"
"visual";"id59";"3";"cRPE"
"mental";"id141";"4";"cRPE"
"mental";"id124";"1";"RPE"
"visual";"id142";"1";"RPE"
"mental";"id103";"1";"RPE"
"mental";"id27";"5";"cRPE"
"mental";"id32";"2";"cRPE"
"visualStop";"id80";"6";"cRPE"
"mental";"id13";"4";"cRPE"
"mental";"id105";"5";"cRPE"
"visualStop";"id128";"4";"cRPE"
"visualStop";"id142";"3";"cRPE"
"visual";"id28";"1";"RPE"
"visual";"id102";"1";"RPE"
"mental";"id2";"1";"RPE"
"visualStop";"id19";"1";"RPE"
"visual";"id63";"1";"RPE"
"mental";"id49";"3";"RPE"
"visual";"id130";"1";"RPE"
"visualStop";"id55";"3";"cRPE"
"mental";"id50";"1";"cRPE"
"visualStop";"id32";"2";"cRPE"
"visual";"id78";"2";"cRPE"
"visual";"id17";"1";"RPE"
"visual";"id124";"4";"cRPE"
"visual";"id105";"5";"cRPE"
"visualStop";"id87";"3";"cRPE"
"visualStop";"id129";"4";"cRPE"
"mental";"id36";"5";"cRPE"
"mental";"id148";"1";"RPE"
"mental";"id78";"1";"RPE"
"visual";"id83";"1";"RPE"
"visualStop";"id126";"1";"RPE"
"visualStop";"id71";"5";"cRPE"
"mental";"id79";"1";"RPE"
"visual";"id32";"2";"cRPE"
"mental";"id68";"2";"RPE"
"visual";"id31";"6";"cRPE"
"visual";"id15";"4";"cRPE"
"visualStop";"id25";"2";"cRPE"
"mental";"id80";"2";"RPE"
"mental";"id91";"5";"cRPE"
"mental";"id93";"2";"RPE"
"visual";"id16";"4";"cRPE"
"visual";"id101";"5";"cRPE"
"mental";"id100";"4";"RPE"
"visualStop";"id65";"5";"cRPE"
"visualStop";"id73";"1";"RPE"
"mental";"id6";"1";"RPE"
"visualStop";"id73";"1";"RPE"
"visual";"id122";"2";"RPE"
"visualStop";"id50";"2";"cRPE"
"visualStop";"id4";"7";"RPE"
"visualStop";"id64";"2";"RPE"
"visual";"id35";"3";"cRPE"
"visualStop";"id37";"1";"RPE"
"visualStop";"id43";"4";"cRPE"
"visualStop";"id61";"3";"RPE"
"mental";"id137";"6";"cRPE"
"visual";"id72";"5";"RPE"
"visual";"id69";"1";"RPE"
"visualStop";"id46";"1";"RPE"
"mental";"id146";"5";"cRPE"
"visualStop";"id40";"3";"RPE"
"mental";"id126";"1";"RPE"
"visual";"id140";"1";"cRPE"
"visualStop";"id13";"1";"RPE"
"mental";"id128";"3";"cRPE"
"mental";"id100";"5";"cRPE"
"visual";"id147";"4";"RPE"
"visual";"id118";"6";"cRPE"
"visual";"id69";"4";"cRPE"
"visualStop";"id22";"1";"RPE"
"mental";"id73";"1";"RPE"
"visual";"id46";"1";"cRPE"
"mental";"id108";"1";"RPE"
"visualStop";"id1";"1";"RPE"
"visual";"id47";"3";"cRPE"
"mental";"id63";"4";"cRPE"
"visualStop";"id73";"1";"RPE"
"mental";"id69";"1";"RPE"
"mental";"id90";"2";"RPE"
"visualStop";"id60";"2";"cRPE"
"mental";"id126";"1";"RPE"
"visualStop";"id33";"3";"RPE"
"visualStop";"id93";"5";"cRPE"
"mental";"id76";"2";"cRPE"
"mental";"id54";"2";"RPE"
"visualStop";"id3";"1";"RPE"
"visualStop";"id117";"2";"cRPE"
"mental";"id41";"6";"cRPE"
"visualStop";"id116";"5";"cRPE"
"visualStop";"id35";"3";"cRPE"
"visualStop";"id15";"4";"cRPE"
"visual";"id21";"1";"RPE"
"visual";"id129";"5";"cRPE"
"visual";"id138";"5";"cRPE"
"visual";"id138";"5";"cRPE"
"mental";"id140";"1";"cRPE"
"visualStop";"id122";"2";"RPE"
"visual";"id138";"1";"RPE"
"visual";"id113";"3";"RPE"
"visualStop";"id9";"3";"RPE"
"visualStop";"id72";"4";"RPE"
"visual";"id68";"1";"RPE"
"mental";"id150";"5";"RPE"
"mental";"id28";"4";"cRPE"
"mental";"id11";"3";"RPE"
"visualStop";"id108";"6";"cRPE"
"mental";"id102";"1";"RPE"
"visualStop";"id18";"4";"RPE"
"mental";"id90";"1";"RPE"
"mental";"id89";"1";"RPE"
"visualStop";"id40";"3";"cRPE"
"visualStop";"id149";"4";"cRPE"
"visual";"id39";"1";"RPE"
"visual";"id145";"3";"cRPE"
"visualStop";"id7";"3";"RPE"
"mental";"id72";"6";"cRPE"
"visual";"id73";"4";"cRPE"
"visualStop";"id52";"1";"RPE"
"visual";"id120";"4";"cRPE"
"mental";"id27";"6";"cRPE"
"mental";"id135";"4";"cRPE"
"visualStop";"id16";"1";"RPE"
"visual";"id20";"1";"RPE"
"visualStop";"id27";"2";"RPE"
"visualStop";"id13";"3";"cRPE"
"visual";"id96";"4";"cRPE"
"visualStop";"id141";"4";"cRPE"
"mental";"id115";"7";"cRPE"
"visualStop";"id27";"5";"cRPE"
"mental";"id79";"4";"cRPE"
"mental";"id116";"7";"cRPE"
"visual";"id48";"1";"RPE"
"visual";"id119";"1";"RPE"
"visualStop";"id2";"6";"cRPE"
"mental";"id96";"6";"cRPE"
"visualStop";"id69";"1";"RPE"
"visualStop";"id5";"4";"cRPE"
"visual";"id100";"5";"cRPE"
"visual";"id111";"2";"cRPE"
"visualStop";"id149";"2";"RPE"
"visual";"id65";"2";"RPE"
"visualStop";"id13";"3";"cRPE"
"visualStop";"id22";"1";"RPE"
"visualStop";"id112";"1";"RPE"
"visualStop";"id87";"3";"cRPE"
"visualStop";"id56";"1";"RPE"
"visualStop";"id34";"2";"RPE"
"visual";"id11";"3";"RPE"
"visual";"id79";"5";"cRPE"
"visualStop";"id113";"3";"cRPE"
"mental";"id71";"5";"cRPE"
"visualStop";"id120";"1";"RPE"
"mental";"id67";"3";"cRPE"
"visual";"id148";"1";"RPE"
"visualStop";"id119";"1";"RPE"
"visualStop";"id131";"4";"cRPE"
"visual";"id104";"4";"cRPE"
"mental";"id114";"5";"cRPE"
"mental";"id111";"1";"RPE"
"visual";"id126";"1";"RPE"
"visual";"id54";"4";"cRPE"
"mental";"id28";"4";"cRPE"
"visualStop";"id73";"1";"RPE"
"visualStop";"id127";"2";"RPE"
"visual";"id50";"1";"cRPE"
"visualStop";"id31";"6";"cRPE"
"visualStop";"id17";"3";"cRPE"
"mental";"id56";"6";"cRPE"
"mental";"id7";"4";"cRPE"
"visual";"id38";"1";"RPE"
"mental";"id89";"1";"RPE"
"mental";"id97";"6";"cRPE"
"visual";"id47";"3";"cRPE"
"visualStop";"id17";"1";"RPE"
"visualStop";"id39";"4";"cRPE"
"visual";"id2";"2";"RPE"
"visualStop";"id147";"3";"RPE"
"visual";"id92";"2";"RPE"
"visual";"id18";"3";"RPE"
"mental";"id41";"1";"RPE"
"visualStop";"id39";"1";"RPE"
"visual";"id97";"4";"cRPE"
"mental";"id18";"4";"RPE"
"mental";"id25";"1";"RPE"
"mental";"id90";"3";"cRPE"
"visual";"id27";"5";"cRPE"
"visualStop";"id89";"5";"cRPE"
"visual";"id141";"1";"RPE"
"visualStop";"id97";"1";"RPE"
"visualStop";"id73";"4";"cRPE"
"visualStop";"id129";"2";"RPE"
"visualStop";"id94";"2";"cRPE"
"visual";"id127";"2";"RPE"
"mental";"id59";"5";"cRPE"
"visualStop";"id12";"1";"RPE"
"visualStop";"id140";"2";"RPE"
"mental";"id120";"1";"RPE"
"mental";"id77";"6";"cRPE"
"mental";"id68";"4";"cRPE"
"mental";"id95";"1";"RPE"
"visualStop";"id118";"5";"cRPE"
"mental";"id128";"3";"cRPE"
"visualStop";"id74";"2";"cRPE"
"mental";"id17";"1";"RPE"
"visual";"id29";"2";"cRPE"
"visualStop";"id126";"6";"cRPE"
"mental";"id46";"1";"RPE"
"visualStop";"id135";"4";"cRPE"
"mental";"id134";"7";"cRPE"
"visualStop";"id23";"1";"RPE"
"mental";"id85";"6";"RPE"
"mental";"id77";"2";"RPE"
"mental";"id126";"1";"RPE"
"mental";"id67";"4";"cRPE"
"visualStop";"id71";"6";"cRPE"
"mental";"id143";"5";"cRPE"
"visual";"id118";"1";"RPE"
"visual";"id92";"2";"cRPE"
"visual";"id140";"3";"cRPE"
"visual";"id13";"1";"RPE"
"visual";"id118";"4";"cRPE"
"mental";"id65";"5";"cRPE"
"mental";"id50";"2";"cRPE"
"visual";"id148";"6";"cRPE"
"visualStop";"id57";"3";"RPE"
"mental";"id127";"4";"cRPE"
"visual";"id81";"1";"RPE"
"mental";"id51";"1";"RPE"
"visualStop";"id66";"1";"RPE"
"visualStop";"id106";"3";"cRPE"
"mental";"id35";"2";"RPE"
"visual";"id94";"2";"cRPE"
"mental";"id74";"1";"RPE"
"visual";"id62";"4";"cRPE"
"mental";"id123";"2";"RPE"
"visualStop";"id65";"2";"RPE"
"visual";"id146";"1";"RPE"
"visualStop";"id93";"2";"RPE"
"visualStop";"id129";"5";"cRPE"
"visualStop";"id93";"4";"cRPE"
"mental";"id93";"6";"cRPE"
"visual";"id30";"1";"RPE"
"visualStop";"id48";"1";"RPE"
"visualStop";"id114";"5";"RPE"
"mental";"id20";"6";"cRPE"
"mental";"id47";"2";"RPE"
"mental";"id56";"9";"cRPE"
"visualStop";"id115";"5";"cRPE"
"visual";"id147";"6";"cRPE"
"visual";"id140";"3";"RPE"
"mental";"id93";"6";"cRPE"
"visualStop";"id46";"1";"RPE"
"visual";"id99";"3";"cRPE"
"visual";"id115";"6";"cRPE"
"mental";"id45";"7";"cRPE"
"visualStop";"id117";"1";"RPE"
"visual";"id51";"1";"RPE"
"visual";"id101";"4";"cRPE"
"visualStop";"id15";"3";"cRPE"
"visual";"id136";"4";"cRPE"
"visualStop";"id14";"4";"cRPE"
"visual";"id63";"2";"cRPE"
"visual";"id7";"3";"RPE"
"visualStop";"id53";"5";"cRPE"
"visualStop";"id77";"2";"RPE"
"mental";"id146";"1";"RPE"
"visual";"id15";"4";"RPE"
"visualStop";"id126";"1";"RPE"
"mental";"id65";"5";"cRPE"
"visual";"id79";"1";"RPE"
"visual";"id38";"1";"RPE"
"mental";"id14";"1";"RPE"
"visualStop";"id107";"6";"cRPE"
"visual";"id57";"3";"RPE"
"mental";"id132";"3";"cRPE"
"mental";"id121";"6";"cRPE"
"visual";"id102";"2";"cRPE"
"visual";"id35";"1";"RPE"
"visualStop";"id43";"4";"cRPE"
"visual";"id107";"6";"cRPE"
"visualStop";"id117";"1";"RPE"
"mental";"id36";"4";"RPE"
"visual";"id139";"1";"cRPE"
"visual";"id80";"6";"cRPE"
"visual";"id1";"1";"RPE"
"visualStop";"id50";"1";"RPE"
"visual";"id84";"1";"RPE"
"visualStop";"id12";"6";"cRPE"
"visualStop";"id123";"2";"cRPE"
"mental";"id145";"1";"RPE"
"visual";"id115";"4";"RPE"
"mental";"id29";"1";"RPE"
"mental";"id146";"5";"cRPE"
"visual";"id20";"5";"cRPE"
"mental";"id148";"7";"cRPE"
"visualStop";"id103";"1";"RPE"
"visualStop";"id105";"5";"cRPE"
"mental";"id6";"1";"RPE"
"visualStop";"id129";"2";"RPE"
"mental";"id127";"4";"cRPE"
"mental";"id82";"6";"cRPE"
"visualStop";"id22";"1";"RPE"
"mental";"id16";"1";"RPE"
"visualStop";"id16";"3";"cRPE"
"visual";"id27";"5";"cRPE"
"visualStop";"id103";"5";"cRPE"
"visual";"id22";"2";"cRPE"
"visual";"id25";"2";"cRPE"
"visualStop";"id67";"3";"RPE"
"visual";"id76";"1";"RPE"
"visual";"id103";"3";"cRPE"
"mental";"id67";"4";"RPE"
"mental";"id26";"5";"cRPE"
"mental";"id44";"3";"cRPE"
"mental";"id69";"4";"cRPE"
"visualStop";"id51";"2";"cRPE"
"visual";"id119";"6";"cRPE"
"mental";"id106";"1";"RPE"
"visual";"id83";"1";"RPE"
"visualStop";"id28";"4";"cRPE"
"mental";"id35";"6";"cRPE"
"visualStop";"id18";"4";"cRPE"
"visual";"id34";"3";"cRPE"
"visualStop";"id62";"2";"RPE"
"visualStop";"id83";"1";"RPE"
"visual";"id148";"6";"cRPE"
"visual";"id145";"1";"RPE"
"mental";"id98";"1";"RPE"
"visual";"id10";"5";"RPE"
"mental";"id68";"4";"cRPE"
"visualStop";"id43";"4";"RPE"
"mental";"id44";"5";"cRPE"
"visualStop";"id10";"4";"cRPE"
"visualStop";"id85";"3";"RPE"
"visualStop";"id64";"5";"cRPE"
"visual";"id49";"1";"RPE"
"visual";"id3";"1";"RPE"
"visualStop";"id108";"4";"cRPE"
"visualStop";"id103";"4";"cRPE"
"visualStop";"id54";"5";"cRPE"
"visual";"id61";"3";"cRPE"
"visual";"id41";"1";"RPE"
"visual";"id140";"1";"RPE"
"visual";"id119";"6";"cRPE"
"visualStop";"id27";"3";"RPE"
"visual";"id93";"2";"RPE"
"visual";"id84";"5";"cRPE"
"mental";"id134";"5";"RPE"
"mental";"id109";"6";"cRPE"
"visualStop";"id65";"2";"RPE"
"mental";"id123";"3";"cRPE"
"visualStop";"id10";"6";"cRPE"
"visualStop";"id47";"1";"RPE"
"mental";"id68";"1";"RPE"
"visual";"id86";"1";"RPE"
"visualStop";"id33";"5";"cRPE"
"mental";"id83";"1";"RPE"
"mental";"id3";"1";"RPE"
"visualStop";"id63";"1";"RPE"
"visualStop";"id6";"1";"RPE"
"visualStop";"id2";"4";"cRPE"
"visualStop";"id144";"3";"cRPE"
"visualStop";"id128";"5";"cRPE"
"mental";"id78";"1";"RPE"
"visualStop";"id129";"5";"cRPE"
"visualStop";"id48";"1";"RPE"
"mental";"id136";"5";"cRPE"
"visualStop";"id82";"6";"cRPE"
"visualStop";"id30";"4";"cRPE"
"visualStop";"id68";"1";"RPE"
